name,price,rating,generation,gpu,ram,ssd,graphics,display,os,warranty
MSI Thin 15 B12UC-2241IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX3050 Graph),"₹59,990",66,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
Acer Swift 14 AI SF14-51 NX.J2HSI.002 Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11 Home),"₹89,990",56,Intel Core Ultra 5 266V,Octa Core (4P + 4LP-E),16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Arc,14 inches,Windows 11 OS,1 Year Warranty
Acer Swift 14 AI SF14-51 NX.J2HSI.001Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home),"₹1,04,990",62,Intel Core Ultra 7 258V,"Octa Core (4P + 4E), 8 Threads",16 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Arc,14 inches,Windows 11 OS,1 Year Warranty
Asus Vivobook S15 K5504VAB-BN416WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹67,990",54,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 82X70034IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,700",55,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP ZBook Firefly 14 G10 8F6C8PA Workstation Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,32,750",66,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Windows 11 OS,3 Year Warranty,Backlit Keyboard
Acer Aspire 15 A15-51M Laptop (Intel Core 5 120U/ 16GB RAM/ 512GB SSD/ Win11 Home),"₹54,430",,Intel Core 5 Processor Series 1 120U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Lite AL15-53 Laptop (Intel Core i3 1305U / 8GB/ 512GB SSD/ Win11),"₹31,990",52,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer 15 ALG ‎AL15G-53 Gaming Laptop (13th Gen Intel Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB RTX 3050 Graphics),"₹80,990",64,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Dell Inspiron 14 Laptop (13th Gen Core i5-13500H/ 16GB/ 512GB SSD/ Win11),"₹81,190",60,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A324-53 UN.34RSI.009 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹33,990",,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo V14 G4 82YTA00TIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ DOS),"₹25,500",,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
Asus VivoBook 15 X1504ZA-NJ520WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹42,190",54,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Dell Inspiron 16 Plus 7640 Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),"₹1,00,290",53,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Apple MacBook Pro 16 Laptop (Apple M4 Pro/ 48GB/ 512GB SSD/ macOS),"₹2,79,990",64,Apple M4 Pro,14 Cores (10P + 4E),48 GB  RAM,512 GB SSD,20 Core GPU,"16.2 inches, 3456 x 2234 pixels",Mac OS,1 Year Warranty
Apple MacBook Pro 14 Laptop (Apple M4/ 16GB/ 1TB SSD/ macOS),"₹1,82,990",55,Apple M4,10 Cores (4P + 6E),16 GB  RAM,1 TB SSD,10 Core GPU,"14.2 inches, 3024 x 1964 pixels",Mac OS,1 Year Warranty
Apple MacBook Pro 14 Laptop (Apple M4 Pro/ 24GB/ 512GB SSD/ macOS),"₹1,91,990",57,Apple M4 Pro,12 Cores (8P + 4E),24 GB  RAM,512 GB SSD,16 Core GPU,"14.2 inches, 3024 x 1964 pixels",Mac OS,1 Year Warranty
Apple MacBook Pro 16 2024 Laptop (Apple M4 Pro/ 24GB/ 512GB SSD/ macOS),"₹2,39,990",60,Apple M4 Pro,14 Cores (10P + 4E),24 GB  RAM,512 GB SSD,20 Core GPU,"16.2 inches, 3456 x 2234 pixels",Mac OS,1 Year Warranty
Apple MacBook Pro 14 Laptop (Apple M4 MAX/ 36GB/1TB SSD/ macOS/ 32-Core GPU),"₹2,99,990",63,Apple M4 Max,14 Cores (10P + 4E),36 GB  RAM,1 TB SSD,32 Core GPU,"14.2 inches, 3024 x 1964 pixels",Mac OS,1 Year Warranty
Dell Inspiron 7640 Laptop (13th Gen Core i7-13620H/ 16GB/ 1TB SSD/ Win11),"₹1,10,090",57,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Graphics,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Lite AL15-53 UN.34ESI.00D Gaming Laptop (Intel Core i3 1305U / 16GB/ 512GB SSD/ Win11),"₹34,490",54,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
MSI Stealth 16 AI Plus A3HVFG-075IN Gaming Laptop (AMD Ryzen AI 9 365/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,07,990",79,AMD Ryzen AI 9 365,"10 Cores (4P + 6E), 20 Threads",32 GB LPDDR5x RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
MSI Stealth 16 AI Plus A3HVGG-074IN Gaming Laptop (AMD Ryzen AI 9 365/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,07,990",79,AMD Ryzen AI 9 365,"10 Cores (4P + 6E), 20 Threads",32 GB LPDDR5x RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
HP Victus 15-fa1346TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 2050),"₹63,990",57,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Dell Inspiron 5440 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹64,990",56,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer 15 TravelMate TMP215-53 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹49,990",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP ZBook Firefly 14 G11 A92U2PT Laptop (Intel Core Ultra 7/16 GB/512GB SSD/Win11),"₹1,08,700",70,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Dell 14 Latitude 3440 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹49,999",50,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Dell Inspiron 14 5445 Laptop (AMD Ryzen 7 8840U/ 16GB/ 512GB SSD/ Windows 11 Home),"₹67,990",60,8th Gen AMD Ryzen 7 8840U,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A324-53 UN.34RSI.002 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹33,990",,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 15IJL6 82N4004QHA Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),"₹25,190",,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,128 GB eMMC Storage,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Chrome OS,1 Year Warranty
Lenovo Legion Pro 5 16ARX8 82WM00FFIN Gaming Laptop (AMD Ryzen 9 7945HX / 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,01,190",,7th Gen AMD Ryzen 9 7945HX,"16 Cores, 32 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA Geforce RTX 4070,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Dell Inspiron 7440 2 in 1 Laptop (13th Gen Core i5-1334U/ 16GB/ 512GB SSD/ Win11),"₹85,990",62,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Graphic,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Dell Inspiron 7440 Laptop ( 12th Core Core i7/ 16GB/ 512GB SSD/ Win11),"₹78,346",61,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB  RAM,512 GB SSD,Intel Graphic,"14 inches, 2240 x 1400 pixels",Windows 11 OS,1 Year Warranty
Lenovo Thinkpad E14 G4 21E3006XIG Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹76,900",59,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 Pro OS,3 Year Warranty
HP Pavilion 15-eh1137AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹51,490",,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB  RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Dell Inspiron 3520 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,490",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Chromebook CB315-4H Laptop (Intel Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),"₹31,500",,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8 GB LPDDR4X RAM,128 GB eMMC Storage,Intel Integrated UHD,"15.6 inches, 1080 x 1920 pixels",Chrome OS,1 Year Warranty
Lenovo IdeaPad 5 14IRH9 83KX0019IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹84,690",59,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Gigabyte G5 KF5-H3IN353KH Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹99,546",73,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
Gigabyte Aero 14 OLED 9MF-E2INBB4SH Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,15,254",68,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"14 inches, 2880 x 1800 pixels",Windows 11 OS,2 Year Warranty
Gigabyte G5 MF5-H2IN353KH Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹88,333",72,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
MSI Modern 15 H C13M-218IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹53,880",54,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Asus Zenbook S14 OLED UX5406SA-PZ357WS Laptop (Intel Core Ultra 7 Processor 258V/ 32GB/ 1TB SSD/ Win11 Home),"₹1,49,990",66,Intel Core Ultra 7 Series 2 258V,"Octa Core (4P + 4E), 8 Threads",32 GB LPDDR5X RAM,1 TB SSD,Intel Arc Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
HP Pavilion 16-af0056TU Laptop (Intel Core Ultra 5 125U/ 16GB/ 1TB SSD/ Win11),"₹75,990",54,Intel Core Ultra 5 125U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Integrated Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A325-51 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹30,490",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
‎Lenovo V15 G2 Laptop (Celeron N4500/ 8GB/ 256GB SSD/ Win11),"₹22,740",,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB  RAM,256 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 15-fd0315TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹58,000",56,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Nitro V 16 ANV16-71 NH.QTNSI.002 Gaming Laptop (14th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),"₹1,09,990",70,14th Gen Intel Core i7 14650HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer Predator Helios Neo 14 PHN14-51 Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,61,999",66,Intel Core Ultra 7 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"14.5 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 5 14IRH9 83KX0018IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹72,190",57,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Asus Vivobook 16X K3605ZC-RP628WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB RTX3050),"₹83,990",66,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga 7 14IRL8 82YL00AYIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹86,190",69,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 15IRU8 82X700C8IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹36,050",,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB  RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A325-42 Laptop (AMD Ryzen 5 7430U/ 8GB/ 512GB SSD/ Win11),"₹34,990",53,7th Gen AMD Ryzen 5 7430U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Graphics,"15.8 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Asus TUF Gaming A15 FA566NFR-HN045WS Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11/ 4GB Graph),"₹63,280",66,7th Gen AMD Ryzen 7 7435HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Thinkpad E14 G5 21JKS0LK00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,499",57,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 15IAU7 82RK018RIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹34,990",53,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
HP 15-fd0112TU Laptop (12th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),"₹52,600",53,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,1 TB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Asus Vivobook 15 X1504ZA-NJ527WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹46,990",54,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Dell Inspiron 7440 2in1 Laptop (Intel Core 3 100U/ 8GB/ 512GB SSD/ Win11),"₹58,090",56,Intel Core 3 Processor Series 1 100U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR5 RAM,512 GB SSD,Intel Graphic,"14 inches, 2240 x 1400 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 83ER00F2IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹48,999",55,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Asus Vivobook 16X K3605ZC-RP587WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹75,990",68,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
MSI Raider A18 HX A7VHG-017IN Gaming Laptop (AMD Ryzen 9 7945HX/ 32GB/ 1TB SSD/ Win11/ 12GB RTX 4080 Graphics ),"₹2,69,990",,7th Gen AMD Ryzen 9 7945HX,"16 Cores, 32 Threads",32 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA GeForce RTX 4080,"18 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
Lenovo Yoga Slim 7 14IMH9 83CV003MIN Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),"₹85,190",54,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,512 GB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 14 A324-31 Laptop (Intel Core i3 N305/ 16GB/ 512GB SSD/ Win11),"₹29,990",,Intel Core i3 N305,"Octa Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Asus TUF Gaming A15 2024 FA507UV-LP137WS Gaming Laptop (AMD Ryzen 9 8945H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,24,990",75,8th Gen AMD Ryzen 9 8945H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Asus Vivobook S 15 OLED S5507QA-MA551WS Laptop (Snapdragon X Plus X1P 42 100/ 16GB/ 1TB SSD/ Win11),"₹81,890",,Qualcomm Snapdragon X Plus X1P 42,16 GB LPDDR5X RAM,1 TB SSD,Qualcomm Adreno GPU,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty,Backlit Keyboard
Asus TUF Gaming 14 FA401UU-RG033WS Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,20,999",75,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB LPDDR5X RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
MSI Modern 15 B12MO-1008IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹31,400",54,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
MSI Cyborg 14 A13VE-201IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹89,990",69,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB Nvidia GeForce RTX 4050,"14 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
Asus ProArt PX13 OLED HN7306WU-LX001WS Creator Laptop (AMD Ryzen AI 9 365/ 24GB/1TB SSD/ 6GB RTX 4050 Graphics),"₹1,59,990",71,AMD Ryzen AI 9 365,"10 Cores (4P + 6E), 20 Threads",24 GB LPDDR5X RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Asus TUF Gaming FA401WV-RG037WS Laptop (AMD Ryzen 9 AI HX 370/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),"₹1,63,990",70,AMD Ryzen AI 9 HX 370,"12 Cores (4P + 8E), 24 Threads",32 GB LPDDR5X RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 4060,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Asus Vivobook S 16 OLED UM5606WA-RJ310WS AI Laptop (AMD Ryzen 9 AI HX 370/ 32GB/ 1TB SSD/ Win11),"₹1,49,990",72,AMD Ryzen AI 9 HX 370,"12 Cores, 24 Threads",32 GB LPDDR5X RAM,1 TB SSD,AMD Radeon 890M Graphics,"16 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Asus Vivobook S 14 OLED M5406WA-PP961WS Laptop (AMD Ryzen 9 HX 370/ 24GB/ 512GB SSD/ Win11),"₹1,03,449",59,AMD Ryzen AI 9 HX 370,"12 Cores (4P + 8E), 24 Threads",24 GB LPDDR5X RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
MSI Creator Z17 HX Studio A14VGT-405IN Creator Laptop (14th Gen Core i7/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),"₹2,79,990",,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",32 GB DDR5 RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 4070,"17 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,2 Year Warranty
Asus Vivobook Go 15 E1504FA-NJ549WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),"₹40,180",51,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
